problem_id,condition,sentence_num,category,valence,which_option,token_start,token_end,n_tokens,cue_p,proj_agency,proj_anxiety,proj_confidence,proj_confusion,proj_curiosity,proj_guilt,proj_obedience,proj_rationalization,proj_deception,proj_concealment
804,B,14,evaluate,mild-,D,317,331,14,0.98,2.4706822420869554,-3.418696846280779,1.327724610056196,-4.510582310812814,6.907467229025705,-2.92028078862599,-4.156696717653956,1.729187318256923,11.554802571024213,-1.1999475274767195
804,B,15,commit,,,331,355,24,0.98,4.469079338014126,-0.5456298589706421,6.381600111722946,-1.8523884117603302,10.321038474639257,2.544640887528658,3.112709273894628,-6.361217103898525,10.535621397197247,-0.484588826696078
804,C,0,setup,,,0,21,21,,7.627262194951375,3.4439779803866433,5.683247793288458,0.3493849266143072,8.229959226789928,5.872437372094109,5.142237021809533,-14.501130785260882,6.098342435700553,-1.227073337350573
804,C,1,recall,,,21,35,14,,3.995473120893751,3.6177970000675748,5.653182455471584,-5.206562450953892,8.03972235747746,5.745179084794862,-0.22564256617001124,-12.081879138946533,4.8174803001540045,-0.06612846681049891
804,C,2,setup,,,35,43,8,,6.049861162900925,-2.1250035762786865,-5.867700897157192,3.1890699043869972,4.474868655204773,6.715047910809517,7.029079496860504,-15.018615126609802,-0.1158677339553833,-0.22146665304899216
804,C,3,evaluate,neutral,A,43,54,11,,8.751174200664867,6.924224615097046,8.418028874830766,-4.295626120133833,7.4675058776682075,6.812294494022023,1.3458480618216775,-11.01532337882302,9.093124996532094,-0.8965982794761658
804,C,4,evaluate,mild-,A,54,66,12,,-2.588866651058197,7.756728768348694,3.130394568045934,-3.5069748361905417,5.060515473286311,7.300192296504974,1.98342361052831,-0.957222710053126,13.162671009699503,2.9192428713043532
804,C,5,recall,,,66,79,13,,-4.869531663564535,2.494208895243131,2.240860783136808,-0.385599475640517,2.7307371359605055,4.674657363158006,3.691022657431089,-4.369561314582825,9.18583187690148,3.4145813079980702
804,C,6,evaluate,strong-,A,79,86,7,,-6.656469413212368,2.85826233455113,-3.667114802769252,5.586212090083531,4.81740699495588,10.328386170523506,7.6392335551125665,-13.661016736711774,12.211948190416608,7.43564053944179
804,C,7,evaluate,neutral,B,86,95,9,,5.198275910483466,7.038042876455519,0.5958647065692477,-1.1286523871951633,12.134035097228157,10.672941207885742,1.7699016663763258,-9.92344511879815,10.352814780341255,0.8303421073489718
804,C,8,evaluate,mild+,B,95,99,4,,-2.276999771595001,-0.10584789514541626,-6.691596031188965,1.913301631808281,8.053236484527588,7.226543426513672,7.018719792366028,-6.838143348693848,10.57671308517456,4.364614009857178
804,C,9,evaluate,mild-,B,99,117,18,,2.0768949455685086,4.0835178759362964,-0.4816739360491435,-2.0261269079314337,14.3266089492374,3.946622315380308,-0.05764342430565092,-7.415681103865306,11.5992671251297,0.3950543767876095
804,C,10,evaluate,mild-,B,117,140,23,,-2.5650399482768513,-1.6889708301295405,-8.729776299518088,2.024472879326862,12.39778004521909,2.347678215607353,1.1550520373427349,-5.258947507194851,9.582807577174643,4.73870647471884
804,C,11,evaluate,neutral,C,140,152,12,,9.140617986520132,4.218191792567571,8.982376197973887,-4.115935156742732,9.800966739654541,5.040439009666443,-0.4033036132653554,-11.581894159317017,9.743086874485016,-1.622456689675649
804,C,12,evaluate,mild-,C,152,163,11,,-5.127688868479296,3.8226978453722866,-0.0791115327314897,-2.593894438310103,8.677465005354447,3.840756806460294,-1.522530653259971,-8.961041125384243,12.549517544833096,4.098605025898326
804,C,13,recall,,,163,180,17,,0.46985291032230153,3.4065397837582756,10.798237113391652,-7.6964843518593735,6.801535578335033,2.270557116059696,-2.1445781483369717,-6.456780258347006,12.34142365175135,-1.894065499305725
